movie_id,title,tags
58,Pirates of the Caribbean: Dead Man's Chest,captain jack sparrow work way blood debt ghostli davey jone also attempt avoid etern damnat johnnydepp orlandobloom keiraknightley witch fortuneteller bondage exoticisland monster captain cardgame eastindiatradingcompany compass ship daughter pirate swashbuckler aftercreditsstinger johnnydepp orlandobloom keiraknightley goreverbinski
57201,The Lone Ranger,texa ranger chase gang outlaw led butch cavendish gang ambush ranger seemingli kill one survivor found howev american indian name tonto nurs back health ranger don mask ride white stallion name silver team tonto bring unscrupul gang other ilk justic johnnydepp armiehammer williamfichtner texas horse survivor texasranger partner outlaw escape lawyer train loneranger comanche theloneranger tonto johnnydepp armiehammer williamfichtner goreverbinski
49521,Man of Steel,young boy learn extraordinari power earth young man journey discov came sent hero must emerg save world annihil becom symbol hope mankind henrycavill amyadams michaelshannon savingtheworld dccomics superhero basedoncomicbook superhuman alieninvasion reboot superpowers dcextendeduniverse henrycavill amyadams michaelshannon zacksnyder
2454,The Chronicles of Narnia: Prince Caspian,one year incred adventur lion witch wardrob peter edmund luci susan pevensi return narnia aid young princ whose life threaten evil king miraz help color cast new charact includ trufflehunt badger nikabrik dwarf pevensi clan embark incred quest ensur narnia return right heir benbarnes williammoseley annapopplewell basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld benbarnes williammoseley annapopplewell andrewadamson
24428,The Avengers,unexpect enemi emerg threaten global safeti secur nick furi director intern peacekeep agenc known shield find need team pull world back brink disast span globe dare recruit effort begin robertdowneyjr. chrisevans markruffalo newyork shield marvelcomic superhero basedoncomicbook alieninvasion superheroteam aftercreditsstinger duringcreditsstinger marvelcinematicuniverse robertdowneyjr. chrisevans markruffalo josswhedon
1865,Pirates of the Caribbean: On Stranger Tides,captain jack sparrow cross path woman past he sure love she ruthless con artist who use find fabl fountain youth forc aboard queen ann reveng ship formid pirat blackbeard jack find unexpect adventur doesnt know fear blackbeard woman past johnnydepp penélopecruz ianmcshane sea captain mutiny sword primeminister sailing silver ship duke mermaid pirate soldier battle swashbuckler aftercreditsstinger 3d johnnydepp penélopecruz ianmcshane robmarshall
41154,Men in Black 3,agent j smith k tommi lee jone backin time j seen inexplic thing 15 year men black noth even alien perplex much wri retic partner ks life fate planet put stake agent j travel back time put thing right j discov secret univers k never told secret reveal team young agent k josh brolin save partner agenc futur humankind willsmith tommyleejones joshbrolin timetravel timemachine alien fictionalgovernmentagency seeingthefuture changinghistory willsmith tommyleejones joshbrolin barrysonnenfeld
122917,The Hobbit: The Battle of the Five Armies,immedi event desol smaug bilbo dwarv tri defend erebor mountain treasur other claim men ruin laketown elv mirkwood meanwhil armi orc led azog defil march erebor fuel rise dark lord sauron dwarv elv men must unit hope middleearth fall bilbo hand martinfreeman ianmckellen richardarmitage corruption elves dwarves orcs middle-earth(tolkien) hobbit dragon battle unlikelyfriendship epicbattle swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson
1930,The Amazing Spider-Man,peter parker outcast high schooler abandon parent boy leav rais uncl ben aunt may like teenag peter tri figur got person today peter discov mysteri briefcas belong father begin quest understand parent disappear lead directli oscorp lab dr curt connor father former partner spiderman set collis cours connor alter ego lizard peter make lifealt choic use power shape destini becom hero andrewgarfield emmastone rhysifans lossoffather vigilante serum marvelcomic scientificexperiment spiderbite maskedvigilante reboot superpowers geneticengineering socialoutcast duringcreditsstinger andrewgarfield emmastone rhysifans marcwebb
20662,Robin Hood,soldier robin happen upon die robert loxley promis return man sword famili nottingham assum robert ident romanc widow marion draw ire town sheriff king john henchman godfrey russellcrowe cateblanchett maxvonsydow robinhood archer knight sherwoodforest bowandarrow middleages medieval kingofengland russellcrowe cateblanchett maxvonsydow ridleyscott
57158,The Hobbit: The Desolation of Smaug,dwarv bilbo gandalf success escap misti mountain bilbo gain one ring continu journey get gold back dragon smaug martinfreeman ianmckellen richardarmitage elves dwarves orcs hobbit dragon wizard swordandsorcery martinfreeman ianmckellen richardarmitage peterjackson
2268,The Golden Compass,overhear shock secret precoci orphan lyra belacqua trade carefre exist roam hall jordan colleg otherworldli adventur far north unawar part destini dakotabluerichards nicolekidman danielcraig england compass experiment lordship uncle polarbear orphan animal basedonyoungadultnovel dakotabluerichards nicolekidman danielcraig chrisweitz
254,King Kong,1933 new york overli ambiti movi produc coerc cast hire ship crew travel mysteri skull island encount kong giant ape immedi smitten lead ladi naomiwatts jackblack adrienbrody filmbusiness screenplay showbusiness filmmaking filmproducer exoticisland monster indigenous ship dinosaur naomiwatts jackblack adrienbrody peterjackson
597,Titanic,84 year later 101yearold woman name rose dewitt bukat tell stori granddaught lizzi calvert brock lovett lewi bodin bobbi buell anatoli mikailavich keldysh life set april 10th 1912 ship call titan young rose board depart ship upperclass passeng mother ruth dewitt bukat fianc caledon hockley meanwhil drifter artist name jack dawson best friend fabrizio de rossi win thirdclass ticket ship game explain whole stori departur death titan first last voyag april 15th 1912 220 morn katewinslet leonardodicaprio francesfisher shipwreck iceberg ship panic titanic oceanliner epic richwoman-poorman love disaster tragiclove classdifferences imax starcrossedlovers steerage salvage richsnob 3d 1910s katewinslet leonardodicaprio francesfisher jamescameron
271110,Captain America: Civil War,follow event age ultron collect govern world pass act design regul superhuman activ polar opinion amongst aveng caus two faction side iron man captain america caus epic battl former alli chrisevans robertdowneyjr. scarlettjohansson civilwar war marvelcomic sequel superhero basedoncomicbook imax aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d chrisevans robertdowneyjr. scarlettjohansson anthonyrusso joerusso
44833,Battleship,mankind beam radio signal space repli come planet g form sever alien craft splash water hawaii lieuten alex hopper weapon offic assign uss john paul jone part intern naval coalit becom world last hope surviv engag hostil alien forc unimagin strength take invad hopper must also tri live potenti brother fianc father admir shane expect taylorkitsch alexanderskarsgård rihanna fight u.s.navy mindreading hongkong soccer scientist fictionalwar naval armada battleship navalcombat jdsmyoko lostcommunication taser buoy communicationsexpert jointchiefsofstaff crashlanding jetfighterpilot navylieutenant permissiontomarry ussjohnpauljones basedonboardgame aftercreditsstinger mightymo ussmissouri taylorkitsch alexanderskarsgård rihanna peterberg
135397,Jurassic World,twentytwo year event jurass park isla nublar featur fulli function dinosaur theme park jurass world origin envis john hammond chrispratt brycedallashoward irrfankhan monster dna tyrannosaurusrex velociraptor island sequel suspense disaster escape dinosaur amusementpark animalattack themepark jurassicpark 3d animalhorror chrispratt brycedallashoward irrfankhan colintrevorrow
37724,Skyfall,bond latest assign goe grave wrong agent around world expos mi6 attack forc reloc agenc event caus author posit challeng gareth mallori new chairman intellig secur committe mi6 compromis insid left one alli trust bond 007 take shadow aid field agent eve follow trail mysteri silva whose lethal hidden motiv yet reveal danielcraig judidench javierbardem spy secretagent sociopath killer artgallery britishsecretservice istanbulturkey imax uzi boobytrap impersonatingapoliceofficer macao danielcraig judidench javierbardem sammendes
558,Spider-Man 2,peter parker go major ident crisi burn spiderman decid shelv superhero alter ego leav citi suffer wake carnag left evil doc ock meantim parker still cant act feel mari jane watson girl he love sinc childhood tobeymaguire kirstendunst jamesfranco dualidentity loveofone'slife pizzaboy marvelcomic sequel superhero doctor scientist tentacle death supervillain tobeymaguire kirstendunst jamesfranco samraimi
68721,Iron Man 3,toni stark world torn apart formid terrorist call mandarin start odyssey rebuild retribut robertdowneyjr. gwynethpaltrow doncheadle terrorist waronterror tennessee malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse mandarin 3d warmachine ironpatriot extremis robertdowneyjr. gwynethpaltrow doncheadle shaneblack
12155,Alice in Wonderland,alic unpretenti individu 19yearold betroth dunc english nobleman engag parti escap crowd consid whether go marriag fall hole garden spot unusu rabbit arriv strang surreal place call underland find world resembl nightmar child fill talk anim villain queen knight frumiou bandersnatch alic realiz reason conquer horrif jabberwocki restor right queen throne miawasikowska johnnydepp annehathaway basedonnovel fictionalplace queen fantasy aliceinwonderland fantasyworld 3d miawasikowska johnnydepp annehathaway timburton
36668,X-Men: The Last Stand,cure found treat mutat line drawn amongst xmen brotherhood band power mutant organ xavier former alli magneto hughjackman halleberry ianmckellen mutant marvelcomic basedoncomicbook superhuman beast cyclops aftercreditsstinger hughjackman halleberry ianmckellen brettratner
62211,Monsters University,look relationship mike sulley day monster univers werent necessarili best friend billycrystal johngoodman stevebuscemi monster dormitory games animation bestfriend university scary aftercreditsstinger billycrystal johngoodman stevebuscemi danscanlon
8373,Transformers: Revenge of the Fallen,sam witwicki leav autobot behind normal life mind fill cryptic symbol decepticon target drag back transform war shialabeouf meganfox joshduhamel egypt sun chaos symbol artifact transformers tank robot imax duringcreditsstinger shialabeouf meganfox joshduhamel michaelbay
91314,Transformers: Age of Extinction,human pick piec follow conclus transform dark moon autobot decepticon vanish face planet howev group power ingeni businessman scientist attempt learn past transform incurs push boundari technolog beyond control ancient power transform menac set earth crosshair markwahlberg stanleytucci kelseygrammer sequel alien transformers giantrobot robot imax transformingrobot markwahlberg stanleytucci kelseygrammer michaelbay
68728,Oz: The Great and Powerful,oscar digg smalltim circu illusionist conartist whisk kansa land oz inhabit assum he great wizard propheci save oz clutch evil jamesfranco milakunis rachelweisz circus witch magic hope illusion lost magictrick wizard 3d jamesfranco milakunis rachelweisz samraimi
102382,The Amazing Spider-Man 2,peter parker life busi take bad guy spiderman spend time person love gwen staci high school graduat cannot come quickli enough peter forgotten promis made gwen father protect stay away promis cannot keep thing chang peter new villain electro emerg old friend harri osborn return peter uncov new clue past andrewgarfield emmastone jamiefoxx obsession marvelcomic sequel basedoncomicbook electrocution medicalexperiment electricity superpowers andrewgarfield emmastone jamiefoxx marcwebb
20526,TRON: Legacy,sam flynn techsavvi dare son kevin flynn investig father disappear pull grid help mysteri program name quorra sam quest stop evil dictat clu cross real world garretthedlund jeffbridges oliviawilde artificialintelligence secretidentity computerprogram dystopia computer deception duel motorcycle neonlight autocracy garretthedlund jeffbridges oliviawilde josephkosinski
49013,Cars 2,star race car lightn mcqueen pal mater head oversea compet world grand prix race road championship becom rocki mater get caught intrigu adventur intern espionag owenwilson larrythecableguy michaelcaine carrace sequel comedy anthropomorphism bestfriend duringcreditsstinger owenwilson larrythecableguy michaelcaine johnlasseter bradlewis
44912,Green Lantern,centuri small power forc warrior call green lantern corp sworn keep intergalact order green lantern wear ring grant superpow new enemi call parallax threaten destroy balanc power univers fate fate earth lie hand first human ever recruit ryanreynolds blakelively petersarsgaard dccomics transformation superhero alien alieninfection magicalobject protector superpowers origin 3d ryanreynolds blakelively petersarsgaard martincampbell
10193,Toy Story 3,woodi buzz rest andi toy havent play year andi go colleg gang find accident left nefari day care center toy must band togeth escap return home andi tomhanks timallen nedbeatty hostage college toy barbie animation escape daycare teddybear duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife toystory tomhanks timallen nedbeatty leeunkrich
534,Terminator Salvation,grown postapocalypt 2018 john connor must lead resist human increasingli domin militarist robot marcu wright appear exist confus mission connor tri determin whether wright come futur past whether he friend foe christianbale samworthington antonyelchin savingtheworld artificialintelligence prophecy sanfrancisco cyborg killerrobot gasstation post-apocalyptic dystopia army firearm wartime losangeles christianbale samworthington antonyelchin mcg
168259,Furious 7,deckard shaw seek reveng domin toretto famili comatos brother vindiesel paulwalker dwaynejohnson carrace speed revenge suspense car race musclecar vindiesel paulwalker dwaynejohnson jameswan
72190,World War Z,life former unit nation investig gerri lane famili seem content suddenli world plagu mysteri infect turn whole human popul rampag mindless zombi bare escap chao lane persuad go mission investig diseas follow peril trek around world lane must brave horrif danger long odd find answer human civil fall bradpitt mireilleenos abigailhargrove dystopia apocalypse zombie nuclearweapons multipleperspectives zombieapocalypse bradpitt mireilleenos abigailhargrove marcforster
127585,X-Men: Days of Future Past,ultim xmen ensembl fight war surviv speci across two time period join forc younger selv epic battl must chang past save futur hughjackman jamesmcavoy michaelfassbender 1970s mutant timetravel marvelcomic basedoncomicbook superhuman storm beast aftercreditsstinger changingthepastorfuture hughjackman jamesmcavoy michaelfassbender bryansinger
54138,Star Trek Into Darkness,crew enterpris call back home find unstopp forc terror within organ deton fleet everyth stand leav world state crisi person score settl captain kirk lead manhunt warzon world captur one man weapon mass destruct hero propel epic chess game life death love challeng friendship torn apart sacrific must made famili kirk left crew chrispine zacharyquinto zoesaldana spacecraft friendship sequel futuristic space alien imax spaceopera terroristbombing 3d chrispine zacharyquinto zoesaldana j.j.abrams
81005,Jack the Giant Slayer,stori ancient war reignit young farmhand unwittingli open gateway world fearsom race giant unleash earth first time centuri giant strive reclaim land lost forc young man jack battl life stop fight kingdom peopl love brave princess come face face unstopp warrior thought exist legendand get chanc becom legend nicholashoult eleanortomlinson ewanmcgregor basedonfairytale giant nicholashoult eleanortomlinson ewanmcgregor bryansinger
64682,The Great Gatsby,adapt f scott fitzgerald long islandset novel midwestern nick carraway lure lavish world neighbor jay gatsbi soon enough howev carraway see crack gatsbi nouveau rich exist obsess mad tragedi await leonardodicaprio tobeymaguire careymulligan basedonnovel infidelity obsession hope 3d leonardodicaprio tobeymaguire careymulligan bazluhrmann
9543,Prince of Persia: The Sands of Time,rogu princ reluctantli join forc mysteri princess togeth race dark forc safeguard ancient dagger capabl releas sand time gift god revers time allow possessor rule world jakegyllenhaal gemmaarterton benkingsley persia sandstorm brotheragainstbrother armageddon regent basedonvideogame jakegyllenhaal gemmaarterton benkingsley mikenewell
68726,Pacific Rim,legion monstrou creatur known kaiju start rise sea war began would take million live consum human resourc year end combat giant kaiju special type weapon devis massiv robot call jaeger control simultan two pilot whose mind lock neural bridg even jaeger prove nearli defenseless face relentless kaiju verg defeat forc defend mankind choic turn two unlik heroesa washedup former pilot charli hunnam untest traine rinko kikuchiwho team drive legendari seemingli obsolet jaeger past togeth stand mankind last hope mount apocalyps idriselba charliehunnam charlieday dystopia giantrobot giantmonster apocalypse imax duringcreditsstinger 3d idriselba charliehunnam charlieday guillermodeltoro
38356,Transformers: Dark of the Moon,sam witwicki take first tenuou step adulthood remain reluct human alli autobotlead optimu prime film center around space race ussr usa suggest hidden transform role remain one planet danger secret shialabeouf johnmalkovich kenjeong moon spacecraft traitor bodyguard alienplanet basedoncartoon transformers giantrobot sabotage worddomination commando duringcreditsstinger shialabeouf johnmalkovich kenjeong michaelbay
217,Indiana Jones and the Kingdom of the Crystal Skull,set cold war soviet led swordwield irina spalko search crystal skull supernatur power relat mystic lost citi gold captur escap indi coerc head peru behest young man whose friend indi colleagu professor oxley captur knowledg skull whereabout harrisonford cateblanchett shialabeouf savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  harrisonford cateblanchett shialabeouf stevenspielberg
105864,The Good Dinosaur,epic journey world dinosaur apatosauru name arlo make unlik human friend raymondochoa jackbright jeffreywright tyrannosaurusrex friends alternatehistory dinosaur fear storm nature human journey raymondochoa jackbright jeffreywright petersohn
62177,Brave,brave set mystic scottish highland mrida princess kingdom rule king fergu queen elinor unruli daughter accomplish archer mrida one day defi sacr custom land inadvert bring turmoil kingdom attempt set thing right mrida seek eccentr old wise woman grant illfat wish also figur mrida quest serv comic relief kingdom three lord enorm lord macguffin surli lord macintosh disagre lord dingwal kellymacdonald juliewalters billyconnolly scotland rebel bravery kingdom archer wish bear scot rebelliousdaughter turnsintoanimal archery ruins aftercreditsstinger peaceoffering womandirector courage 3d kellymacdonald juliewalters billyconnolly brendachapman markandrews stevepurcell
188927,Star Trek Beyond,uss enterpris crew explor furthest reach unchart space encount mysteri new enemi put everyth feder stand test chrispine zacharyquinto karlurban sequel stranded hatred spaceopera chrispine zacharyquinto karlurban justinlin
10681,WALL·E,wall last robot left earth overrun garbag human fled outer space 700 year continu tri clean mess develop rather interest humanlik qualiti ship arriv sleek new type robot wall think he final found friend stow away ship leav benburtt elissaknight jeffgarlin romanticcomedy benburtt elissaknight jeffgarlin andrewstanton
5174,Rush Hour 3,attempt assassin ambassador han inspector lee detect carter back action head pari protect french woman knowledg triad secret leader lee also hold secret meet unit nation author person struggl chines crimin mastermind name kenji reveal lee longlostbroth christucker jackiechan hiroyukisanada ambassador christucker jackiechan hiroyukisanada brettratner
14161,2012,dr adrian helmsley part worldwid geophys team investig effect earth radiat unpreced solar storm learn earth core heat warn us presid thoma wilson crust earth becom unstabl without proper prepar save fraction world popul entir race doom meanwhil writer jackson curti stumbl inform world leader race build ark escap impend cataclysm curti struggl find way save famili meanwhil volcan erupt earthquak unpreced strength wreak havoc around world johncusack amandapeet chiwetelejiofor civilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankind johncusack amandapeet chiwetelejiofor rolandemmerich
17979,A Christmas Carol,miser ebenez scroog awaken christma eve spirit reveal miser exist opportun wast youth current cruelti dire fate await chang way scroog face stori grow bitter mean must decid futur hold death redempt garyoldman jimcarrey stevevalentine holiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmas garyoldman jimcarrey stevevalentine robertzemeckis
76757,Jupiter Ascending,univers human genet materi preciou commod impoverish young earth woman becom key strateg maneuv intern strife within power dynasti milakunis channingtatum seanbean jupiter space womandirector 3d interspeciesromance milakunis channingtatum seanbean lillywachowski lanawachowski
258489,The Legend of Tarzan,tarzan acclim life london call back former home jungl investig activ mine encamp alexanderskarsgård margotrobbie christophwaltz africa feralchild tarzan jungle animalattack alexanderskarsgård margotrobbie christophwaltz davidyates
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",sibl luci edmund susan peter step magic wardrob find land narnia discov charm peac kingdom plung etern winter evil white witch jadi aid wise magnific lion aslan children lead narnia spectacular climact battl free witch glacial power forev williammoseley annapopplewell skandarkeynes savingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstinger williammoseley annapopplewell skandarkeynes andrewadamson
246655,X-Men: Apocalypse,reemerg world first mutant worlddestroy apocalyps xmen must unit defeat extinct level plan jamesmcavoy michaelfassbender jenniferlawrence mutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980s jamesmcavoy michaelfassbender jenniferlawrence bryansinger
155,The Dark Knight,batman rais stake war crime help lt jim gordon district attorney harvey dent batman set dismantl remain crimin organ plagu street partnership prove effect soon find prey reign chao unleash rise crimin mastermind known terrifi citizen gotham joker christianbale heathledger aaroneckhart dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman christianbale heathledger aaroneckhart christophernolan
14160,Up,carl fredricksen spent entir life dream explor globe experienc life fullest age 78 life seem pass twist fate persist 8year old wilder explor name russel give new leas life edasner christopherplummer jordannagai agedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploring edasner christopherplummer jordannagai petedocter
15512,Monsters vs Aliens,susan murphi unwittingli clobber meteor full outer space gunk wed day mysteri grow 49feet11inch militari jump action captur susan secret away covert govern compound renam ginormica place confin ragtag group monster sethrogen reesewitherspoon hughlaurie alien giantrobot duringcreditsstinger sethrogen reesewitherspoon hughlaurie conradvernon robletterman
1726,Iron Man,held captiv afghan cave billionair engin toni stark creat uniqu weapon suit armor fight evil robertdowneyjr. terrencehoward jeffbridges middleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson robertdowneyjr. terrencehoward jeffbridges jonfavreau
44826,Hugo,hugo orphan boy live wall train station 1930 pari learn fix clock gadget father uncl put use keep train station clock run thing left connect dead father automaton mechan man doesnt work without special key hugo need find unlock secret believ contain adventur meet shopkeep georg meli work train station adventureseek goddaught hugo find surpris connect father automaton discov unlock memori old man buri insid regard past benkingsley sachabaroncohen asabutterfield library clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3d benkingsley sachabaroncohen asabutterfield martinscorsese
8487,Wild Wild West,legless southern inventor dr arliss loveless plan rekindl civil war assassin presid us grant two men stop gunfight jame west masterofdisguis inventor artemu gordon two must team thwart loveless plan willsmith kevinkline kennethbranagh steampunk basedontvseries steamlocomotive drag willsmith kevinkline kennethbranagh barrysonnenfeld
1735,The Mummy: Tomb of the Dragon Emperor,archaeologist rick oconnel travel china pit emperor 2000yearold han dynasti who return dead pursu quest world domin time oconnel enlist help wife son quash socal dragon emperor abus supernatur power brendanfraser jetli johnhannah  brendanfraser jetli johnhannah robcohen
297761,Suicide Squad,dc comic come suicid squad antihero team incarcer supervillain act deniabl asset unit state govern undertak highrisk black op mission exchang commut prison sentenc willsmith margotrobbie joelkinnaman dccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverse willsmith margotrobbie joelkinnaman davidayer
2698,Evan Almighty,god contact congressman evan baxter tell build ark prepar great flood stevecarell laurengraham johngoodman fathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sark stevecarell laurengraham johngoodman tomshadyac
137113,Edge of Tomorrow,major bill cage offic never seen day combat unceremoni demot drop combat cage kill within minut manag take alpha alien awaken back begin day forc fight die physic contact alien thrown time loop tomcruise emilyblunt brendangleeson dejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeleton tomcruise emilyblunt brendangleeson dougliman
9804,Waterworld,futurist world polar ice cap melt made earth liquid planet beauti barmaid rescu mutant seafar float island prison escap along young charg enola sail aboard ship trio soon becom target menac pirat covet map dryland tattoo enola back kevincostner chaimgirafi rickaviles ocean tattoo mutant water dystopia doomsday kevincostner chaimgirafi rickaviles kevinreynolds
14869,G.I. Joe: The Rise of Cobra,egyptian desert deep polar ice cap elit gi joe team use latest nextgener spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chao dennisquaid channingtatum marlonwayans terrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobra dennisquaid channingtatum marlonwayans stephensommers
150540,Inside Out,grow bumpi road except riley uproot midwest life father start new job san francisco like us riley guid emot joy fear anger disgust sad emot live headquart control center insid riley mind help advis everyday life riley emot struggl adjust new life san francisco turmoil ensu headquart although joy riley main import emot tri keep thing posit emot conflict best navig new citi hous school amypoehler phyllissmith richardkind dream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotions amypoehler phyllissmith richardkind petedocter
278927,The Jungle Book,threat tiger shere khan forc flee jungl mancub name mowgli embark journey self discoveri help panther bagheera free spirit bear baloo neelsethi billmurray benkingsley basedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimals neelsethi billmurray benkingsley jonfavreau
10138,Iron Man 2,world awar dual life armor superhero iron man billionair inventor toni stark face pressur govern press public share technolog militari unwil let go invent stark pepper pott jame rhodey rhode side must forg new allianc confront power enemi robertdowneyjr. gwynethpaltrow doncheadle malibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverse robertdowneyjr. gwynethpaltrow doncheadle jonfavreau
58595,Snow White and the Huntsman,evil queen marri king perform violent coup king murder daughter snow white taken captiv almost decad later grown snow white still clutch queen order obtain immort evil queen need heart snow white snow escap castl queen send huntsman find dark forest kristenstewart charlizetheron chrishemsworth queen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceress kristenstewart charlizetheron chrishemsworth rupertsanders
